group,code,imp,clk,ctr,spots,view_count,like_count,title
ZERO,4874,157,0,0.000000,0,16029,0,한국  임신 초기의 낙태를 허용하다
ZERO,4877,125,0,0.000000,0,38405,198,新村「No Brand」探訪
ZERO,4898,529,0,0.000000,0,17533,166,白險灘文化村
ZERO,4899,233,0,0.000000,0,22283,186,東大門夜市探訪記
ZERO,4909,192,0,0.000000,1,13179,113,노량진 수산 시장 체험기
ZERO,4915,259,0,0.000000,0,33249,172,2026第2季(4-6月)韓國飯店退稅教學/名單
ZERO,4919,138,0,0.000000,6,9240,49,[대만홍콩은 총정리로 활용중] 한국 반영구 아이라인、틴트입술 체험기 (리엔장)
ZERO,4927,124,0,0.000000,0,38049,90,[2021/대구관광재단] 동성로 패션 트렌드 (기존조회수 : 42450
ZERO,4951,364,0,0.000000,0,4600,25,濟州島繡球花季必去8個景點
ZERO,4958,212,0,0.000000,0,5420,0,韓國父母節文化
ZERO,4961,1332,0,0.000000,0,33557,149,東大門昌信洞玩具/文具街探訪
ZERO,4964,461,0,0.000000,1,50499,99,坡州outlet探訪
ZERO,4971,118,0,0.000000,0,19666,280,首爾必去10大景點
ZERO,4988,128,0,0.000000,0,19848,118,仁川機場入境區免稅店資訊
ZERO,4989,156,0,0.000000,1,7124,57,올림픽 공원
ZERO,5009,185,0,0.000000,1,63210,345,弘大鞋店 | SHOOPEN弘大店(附9折券)
ZERO,5011,165,0,0.000000,0,60401,417,弘大「時空間」探訪
ZERO,5017,102,0,0.000000,0,5378,91,「德壽宮」夜間開放時間/資訊
ZERO,5035,661,0,0.000000,0,4199,54,5월의 꽃 장미 명소
ZERO,5037,102,0,0.000000,1,39788,7,한국의 결혼문화! 결혼식 사회와 주례  축가도 아르바이트도 있다?
ZERO,5044,1139,0,0.000000,1,19330,241,한국에서 인기 있는 마스크팩 탑 6
ZERO,5057,138,0,0.000000,0,12051,94,機張「海東龍宮寺」探訪
ZERO,5062,532,0,0.000000,0,34847,114,東大門「鞋子批發市場」探訪
ZERO,5067,650,0,0.000000,3,39365,255,명동 교통 총정리
ZERO,5068,238,0,0.000000,0,50432,109,치킨 블로그 비교 총정리 
ZERO,5073,181,0,0.000000,0,48184,299,홍대 오브젝트(Object) 탐방 후기
ZERO,5084,916,0,0.000000,0,33921,15,한국 라면 매출 순위 Top 5!
ZERO,5085,242,0,0.000000,0,3009,5,무슬림을 위한 한국 기도실 정보
ZERO,5090,229,0,0.000000,0,5430,10,濟州島必去7個海水浴場
ZERO,5097,774,0,0.000000,0,160954,86,韓國髒話韓文教學
ZERO,5099,188,0,0.000000,0,41435,413,韓國「飯捲天國」推薦菜單
ZERO,5100,1138,0,0.000000,0,37480,261,2026韓國旅遊要帶多少錢？首爾自由行5天4夜花費分項一次看
ZERO,5116,102,0,0.000000,0,4264,17,2022년 한강수영장 6곳 개장!
ZERO,5122,125,0,0.000000,0,31018,274,首爾吐司店懶人包
ZERO,5128,301,0,0.000000,10,12501,216,유심 총정리
ZERO,5130,286,0,0.000000,0,32404,170,도서관 명소 정리
ZERO,5139,122,0,0.000000,0,142950,9,韓國離婚制度介紹
ZERO,5143,154,0,0.000000,0,13889,91,南大門「辣燉魚街」探訪
ZERO,5148,104,0,0.000000,0,38004,357,2022弘大文具店懶人包
ZERO,5154,110,0,0.000000,0,16002,103,서울 인기 명소! 성수연방 총정리
ZERO,5176,268,0,0.000000,0,39425,52,你不知道的韓國冷知識(1)
ZERO,5179,103,0,0.000000,0,10114,49,2019년 최신! 한국 여름 축제 총 정리
ZERO,5201,192,0,0.000000,0,36086,109,加山outlet探訪記
ZERO,5204,459,0,0.000000,0,18340,112,南大門「童裝街」探訪
ZERO,5206,107,0,0.000000,0,15796,128,南大門「刀削麵街」探訪
ZERO,5213,898,0,0.000000,0,12700,13,한국인이 자주가는 카페 정리
ZERO,5214,136,0,0.000000,0,9101,34,한국 워터파크 총정리
ZERO,5263,913,0,0.000000,0,53811,344,韓國必逛Outlets品牌/分店整理
ZERO,5266,147,0,0.000000,1,18078,47,한국 사람처럼 매끈하게 겨드랑이 레이저 제모 하기 (타토아)
ZERO,5267,502,0,0.000000,0,13139,59,梨大「星巴克1號店」探訪
ZERO,5294,694,0,0.000000,0,144562,554,來韓國買才划算的品牌
ZERO,5310,195,0,0.000000,0,33828,215,韓國住宿必讀9點注意事項
ZERO,5321,106,0,0.000000,0,19204,46,大邱七星夜市/西門夜市資訊
ZERO,5326,227,0,0.000000,0,14970,219,어니언 북촌(안국점)
ZERO,5332,262,0,0.000000,0,20414,254,《德魯納酒店》9個拍攝地總整理
ZERO,5343,109,0,0.000000,4,13642,108,북촌사진관 | 경복궁 야외 사진 촬영
ZERO,5353,1155,0,0.000000,0,42557,216,韓國大創推薦必買13樣小物
ZERO,5357,279,0,0.000000,1,12287,118,[티테라피] 한방족욕카페｜티테라피(Tea Therapy)
ZERO,5359,187,0,0.000000,0,70868,463,便利店必買什麼？
ZERO,5377,357,0,0.000000,0,8047,78,首爾13間景觀/紀念日/約會餐廳推薦
ZERO,5379,117,0,0.000000,1,32994,631,엉터리생고기 홍대점
ZERO,5386,3069,0,0.000000,0,42448,121,2026韓國國定假日(連假)整理
ZERO,5404,141,0,0.000000,0,246913,131,한국 문화 총정리
ZERO,5410,441,0,0.000000,0,4851,3,우리나라와 한국은 시간차이가 얼마나 날까?
ZERO,5412,1318,0,0.000000,0,38143,272,한국에서 갑자기 아플 때
ZERO,5420,239,0,0.000000,0,13054,202,2023首爾車站交通懶人包
ZERO,5433,248,0,0.000000,0,25250,65,來韓國買不划算的商品
ZERO,5439,127,0,0.000000,0,71075,285,春季大衣去哪買
ZERO,5448,408,0,0.000000,0,50116,7,韓國平均薪資數據整理
ZERO,5486,172,0,0.000000,1,22425,35,[집토스] 부동산 중개서비스 - 한국에서 집 구하기
ZERO,5495,142,0,0.000000,2,7632,55,덕수궁
ZERO,5507,392,0,0.000000,7,42353,403,홍대  명동  연세  건대｜M PlayGround 엠플레이그라운드
ZERO,5518,499,0,0.000000,0,18852,233,韓國便利商店機器教學
ZERO,5523,823,0,0.000000,0,56037,334,韓國自助換錢機「WOW Exchange」
ZERO,5563,160,0,0.000000,2,9741,35,[트래볼루션] 실내동물원｜주렁주렁(zoolungzoolung)
ZERO,5614,136,0,0.000000,10,6083,61,2026韓國9間香水DIY工坊推薦
ZERO,5621,159,0,0.000000,1,7230,77,釜山「新世界Spaland汗蒸幕」探訪
ZERO,5624,282,0,0.000000,1,9155,67,콩밭에 남포점
ZERO,5661,173,0,0.000000,0,2827,1,
ZERO,5665,138,0,0.000000,0,1252,3,
ZERO,5667,106,0,0.000000,0,352,2,
ZERO,5680,925,0,0.000000,0,2225,11,
ZERO,5681,354,0,0.000000,1,11087,94,弘大「弘's小章魚」食記
ZERO,5682,279,0,0.000000,0,1462,5,
ZERO,5683,159,0,0.000000,0,612,3,
ZERO,5684,997,0,0.000000,0,17551,181,弘大「豬腳小姐」菜單/食記
ZERO,5689,247,0,0.000000,0,34622,250,弘大醬蟹「弘益醬蟹」探訪/菜單
ZERO,5708,5908,0,0.000000,2,799,41,
ZERO,5711,275,0,0.000000,1,18397,176,홍대맛집｜토끼정
ZERO,5731,464,0,0.000000,0,11913,58,益善洞咖啡廳「MIL Toast House」資訊/探訪記
ZERO,5734,288,0,0.000000,0,49805,94,韓國千元(₩1 000)的幸福
ZERO,5751,475,0,0.000000,0,45281,396,백종원 식당 총정리
ZERO,5752,340,0,0.000000,1,7894,54,명동 가나안경원
ZERO,5761,117,0,0.000000,1,10844,100,부산 루프탑 카페   |   웨이브온 커피(Waveon Coffee)　
ZERO,5762,107,0,0.000000,0,4614,43,女友視角 | 乙支路篇
ZERO,5765,422,0,0.000000,0,20616,72,「Ashley Buffet」探訪
ZERO,5784,249,0,0.000000,1,6630,86,해운대 맛집 |  100세낙지
ZERO,5829,206,0,0.000000,1,4164,31,감천문화마을 맛집｜더플레이트
ZERO,5839,195,0,0.000000,1,5762,64,부산맛집 | 서울원조삼계탕
ZERO,5846,194,0,0.000000,0,19227,184,弘大「橋村炸雞」探訪
ZERO,5873,727,0,0.000000,0,17706,183,弘大「二代祖馬鈴薯排骨湯」探訪
ZERO,5908,142,0,0.000000,0,2450,13,Gentle Monster Bukchon flagship store
ZERO,5909,216,0,0.000000,0,9861,73,(제휴종료)택이네조개전골 종로점
ZERO,5962,147,0,0.000000,0,3794,30,釜山西面Object探訪
ZERO,5986,809,0,0.000000,0,18971,42,2022韓國賞櫻懶人包
ZERO,5989,203,0,0.000000,0,30020,137,2022首爾在地景點懶人包
ZERO,6044,146,0,0.000000,0,18566,213,首爾「美食一條街」懶人包
ZERO,6048,124,0,0.000000,0,7830,77,弘大早午餐「Butter Milk」探訪
ZERO,6105,362,0,0.000000,0,5335,13,'20 진해군항제 벚꽃축제
ZERO,6115,404,0,0.000000,0,19588,158,弘大手機殼店推薦/購買攻略
ZERO,6116,216,0,0.000000,0,8163,48,弘大「草莓牛奶」探訪
ZERO,6118,252,0,0.000000,0,7278,64,明洞「安東燉雞」探訪
ZERO,6204,1380,0,0.000000,0,19215,43,明洞鞋子賣場整理
ZERO,6338,769,0,0.000000,0,16257,1,韓國性行為避孕/戴套比例
ZERO,6407,213,0,0.000000,1,1887,49,[트래볼루션] KR PASS (KTX) - 코레일패스
ZERO,6456,516,0,0.000000,2,3088,39,(제휴종료)명동맛집｜미쓰족발
ZERO,6492,636,0,0.000000,0,2892,40,2023西面咖啡廳懶人包
ZERO,6497,117,0,0.000000,0,1124,18,최고급 한우 싸게 먹는 방법!ㅣ 오빠가 알려줄게
ZERO,6501,184,0,0.000000,0,4298,41,동대문 맛집  |  교촌치킨 동대문1호점 
ZERO,6502,120,0,0.000000,1,3329,57,광장시장 | 성우육회
ZERO,6525,906,0,0.000000,0,94701,9,韓劇收視率歷年排名整理(有線台)
ZERO,6546,117,0,0.000000,0,1493,0,List of Cancelled Flights in Korea
ZERO,6560,139,0,0.000000,0,25038,4,韓國「四大公共財」盤點
ZERO,6590,139,0,0.000000,1,890,38,에이엠톤 본점
ZERO,6655,527,0,0.000000,0,8863,50,首爾「恩平韓屋村」探訪
ZERO,6690,260,0,0.000000,1,4556,49,bbq 명동스타점
ZERO,6702,129,0,0.000000,0,27442,10,韓網票選大創超雷商品
ZERO,6721,862,0,0.000000,0,71619,65,《梨泰院Class》拍攝地總整理
ZERO,6760,278,0,0.000000,0,753,9,Vegan Options At Korean Convenience Stores
ZERO,6762,104,0,0.000000,0,12630,23,梨泰院「甜夜」探訪
ZERO,6772,743,0,0.000000,0,34759,4,韓國古裝劇稱謂整理
ZERO,6829,130,0,0.000000,0,5945,81,弘大延南洞文創小店探訪
ZERO,6854,221,0,0.000000,0,2971,0,Joseon Dynasty Hats And Hairstyles As Seen On Netflix's Kingdom
ZERO,6881,307,0,0.000000,0,268,0,
ZERO,6896,177,0,0.000000,0,98,0,
ZERO,6918,276,0,0.000000,0,11361,92,首爾超便宜美食推薦
ZERO,6931,150,0,0.000000,0,102261,14,2021Netflix韓國電影推薦
ZERO,6943,444,0,0.000000,0,13863,9,10 Korean Actors with the Most Followers
ZERO,6946,131,0,0.000000,0,1480,18,[케이투어스토리] 포항 일일여행
ZERO,6957,126,0,0.000000,0,13450,43,NCT餐廳踩點
ZERO,7026,292,0,0.000000,0,6806,4,Top 10 Korean YouTubers 
ZERO,7115,163,0,0.000000,0,192,0,
ZERO,7132,293,0,0.000000,1,6744,7,배스킨라빈스 케이크 배달
ZERO,7134,412,0,0.000000,0,59178,18,韓星減肥菜單
ZERO,7138,187,0,0.000000,0,12226,20,Life Story of BTS SUGA
ZERO,7229,116,0,0.000000,0,18860,26,BTS Tour | Top 8 Places in Korea
ZERO,7241,180,0,0.000000,0,139,0,
ZERO,7278,1465,0,0.000000,0,2055,97,韓國地鐵「寄物櫃查詢」App教學
